State,Bill Number,Summary,NCDP Categories,Subcategory,Hazard Type
Hawaii,S 3087,"Provides for mutual assistance between the states entering into this compact in managing any emergency or disaster that is duly declared by the governor of the affected state, whether arising from natural disaster, technological hazard, manmade disaster, civil emergency aspects of resources shortages, community disorders, insurgency, or enemy attack.",Food & Water,Food,Disaster Mitigation
Maine,S 717,"Establishes the Farmers Drought Relief Grant Program to assist farmers in the state to overcome the adverse effects of drought conditions by providing grants, appropriates funds.",Food & Water,Food,"Disaster Mitigation, Drought"
Minnesota,H 3420,"Appropriates money for drought relief, establishes cooperative grants for farmers, establishes farm down payment assistance grants, establishes a soil health financial assistance pilot program, makes policy and technical changes to agricultural provisions, modifies previous appropriations, establishes the broadband line extension program, establishes the lower population density pilot program.",Food & Water,Food,"Disaster Mitigation, Drought"
North Carolina,S 105,"Makes base budget appropriations for current operations of state agencies, departments, and institutions.",Food & Water,Food,"Disaster Mitigation, Disaster Mitigation-Flooding, Wildlife-Pollinators"
New Jersey,A 3,"Amends and supplements the Appropriations Act, extends dates for authorized appropriations, makes supplemental appropriations of specified amount in state and federal funds.",Food & Water,Food,Disaster Mitigation-Flooding
New Jersey,S 2021,Appropriates a specified sum in state funds and in federal funds for the state budget for the current fiscal year.,Food & Water,Food,"Disaster Mitigation, Disaster Mitigation-Flooding"
New Jersey,S 2022,Appropriates funds for the state budget for fiscal year 2021 to 2022.,Food & Water,Food,Disaster Mitigation
New York,A 5386,"Provides that the Department of Agriculture and Markets, in cooperation with the State Soil and Water Conservation Committee, and other partners working on soil health shall encourage agricultural producers in urban, suburban and rural communities to improve and maintain the health of farm soils by managing and optimizing soil health to mitigate and adapt to climate change and improve water quality while improving long term soil productivity, efficiency, resiliency and profitability of farming.",Food & Water,Food,Disaster Mitigation
New York,S 2509,"Enacts into law major components of legislation which are necessary to implement the state fiscal plan for the 2021 to 2022 state fiscal year, imposes a tax surcharge on wealthy taxpayers, relates to delaying tax reductions, imposes a pass through entity tax, relates to child care services expenditures under the excelsior jobs program and the employer provided child care credit.",Food & Water,Food,"Disaster Mitigation, Disaster Mitigation-Flooding"
Pennsylvania,S 915,"Provides for the capital budget for fiscal year 2021-2022, itemizes public improvement projects, furniture and equipment projects, transportation assistance, redevelopment assistance projects, flood control projects and Pennsylvania Fish and Boat Commission projects leased or assisted by the Department of General Services and other State agencies, together with their estimated financial costs.",Food & Water,Food,Disaster Mitigation-Flooding
Vermont,S 258,"Requires the Secretary of Agriculture, Food and Markets to evaluate the sufficiency of the Required Agricultural Practices to determine if the requirements and practices under the Required Agricultural Practices are adequate to address increased and foreseeable climate change induced precipitation in a manner that protects soil resources and prevents harmful or inefficient runoff of nutrient pollution to State waters.",Food & Water,Food,Disaster Mitigation
Washington,H 2051,Provides short term disaster recovery financial assistance to agricultural producers.,Food & Water,Food,Disaster Mitigation
Wisconsin,A 68,"Concerns state finances and appropriations, constitutes the executive budget act of the 2021 legislature.",Food & Water,Food,Disaster Mitigation
Alaska,H 227,"Relates to municipal energy and resilience improvement assessment programs, relates to the planning commission membership apportionment requirement for first and second class boroughs.",Food & Water,Water,"Water-Conservation/Efficiency, Water, Disaster Mitigation"
Arizona,H 2410,"Relates to environmental programs, relates to amendments.",Food & Water,Water,"Climate Change, Climate Change - Adaptation and Environment"
Arizona,S 1740,"Provides that the Water Infrastructure Finance Authority of Arizona terminates on specified date, specifies sections that are repealed on specified date, if the authority meets specified requirements, provides that the Director of Water Resources shall take specified actions, including prepare and issue a water supply and demand assessment for at least six of the forty-six groundwater basins, provides that the authority is not subject to any statutory requirement to pay another party's attorney fees.",Food & Water,Water,"Disaster Mitigation, Drought"
California,A 128,Makes appropriations for the support of state government for the 2021-22 fiscal year.,Food & Water,Water,Disaster Mitigation-Wildfire
California,A 72,"Enacts the Coastal Adaptation Permitting Act of 2021. Requires the Natural Resources Agency to explore, and authorize it to implement, options within the agency's jurisdiction to establish a more coordinated and efficient regulatory review and permitting process for coastal adaptation projects that use natural infrastructure.",Food & Water,Water,Disaster Mitigation
California,S 1,"Includes, as part of the procedures the commission is required to adopt, recommendations and guidelines for the identification, assessment, minimization, and mitigation of sea level rise within each local coastal program, as provided. Deletes the timeframe specified above by which the commission is required to adopt these procedures. Requires the commission to take into account the effects of sea level rise in coastal resource planning and management policies and activities, as provided.",Food & Water,Water,"Disaster Mitigation, Disaster Mitigation-Flooding, Sea Level Rise"
